Year,Category,Nominee,Female,Oscarstat_previousnominations_acting,Oscarstat_previouswins_acting,Winner,Oscarstat_totalnoms,Nom_Oscar_bestfilm,Win_BAFTA,Nom_BAFTA,Win_GoldenGlobe_comedy-leadacting,Nom_GoldenGlobe_comedy-leadacting,Win_GoldenGlobe_drama-leadacting,Nom_GoldenGlobe_drama-leadacting,Win_GoldenGlobe_supportingacting,Nom_GoldenGlobe_supportingacting,Win_Criticschoice,Nom_Criticschoice,Win_SAG_acting,Nom_SAG_acting,Win_SAG_bestcast,Nom_SAG_bestcast,Age_[0-25],Age_[25-35],Age_[35-45],Age_[45-55],Age_[55-65],Age_[65-75],Age_[75+],Rating_IMDB,Rating_rtaudience,Rating_rtcritic,Genre_action,Genre_adventure,Genre_comedy,Genre_crime,Genre_biography,Genre_drama,Genre_fantasy,Genre_sci-fi,Genre_music,Genre_mystery,Genre_romance,Genre_history,Genre_thriller,Genre_sport,Genre_family,Genre_war,Genre_filmnoir,Genre_western
1966,Supporting Actor,Michael Dunn,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.2,80,81,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1966,Supporting Actor,Martin Balsam,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.6,91,69,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1966,Supporting Actor,Ian Bannen,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.6,81,90,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1966,Supporting Actor,Tom Courtenay,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,88,82,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1966,Supporting Actress,Joyce Redman,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.3,65,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1966,Supporting Actress,Maggie Smith,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,65,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1966,Supporting Actress,Peggy Wood,1,0,0,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,91,86,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1966,Supporting Actress,Shelley Winters,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,91,100,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1966,Supporting Actress,Ruth Gordon,1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.3,53,36,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1967,Actor,Paul Scofield,0,0,0,1,8,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.9,87,82,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1967,Actor,Alan Arkin,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.1,75,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,Actor,Richard Burton,0,2,0,0,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.1,91,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1967,Actor,Michael Caine,0,0,0,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.1,76,100,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1967,Actor,Steve McQueen,0,0,0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.7,88,93,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1967,Actress,Elizabeth Taylor,1,1,1,1,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.1,91,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1967,Actress,Anouk Aime,1,0,0,0,4,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.7,87,77,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1967,Actress,Ida Kamiska,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.1,94,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1967,Actress,Lynn Redgrave,1,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.9,71,90,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1967,Actress,Vanessa Redgrave,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,79,69,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1967,Supporting Actor,Robert Shaw,0,0,0,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.9,87,82,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1967,Supporting Actor,George Segal,0,0,0,0,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8.1,91,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1967,Supporting Actor,Mako,0,0,0,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.7,88,93,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1967,Supporting Actor,James Mason,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.9,71,90,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1967,Supporting Actor,Walter Matthau,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.4,81,95,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1967,Supporting Actress,Wendy Hiller,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.9,87,82,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1967,Supporting Actress,Sandy Dennis,1,0,0,1,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8.1,91,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1967,Supporting Actress,Vivien Merchant,1,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.1,76,100,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1967,Supporting Actress,Jocelyne LaGarde,1,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6.5,50,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1967,Supporting Actress,Geraldine Page,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6.3,53,80,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1968,Actor,Rod Steiger,0,1,0,1,7,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,92,95,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1968,Actor,Warren Beatty,0,0,0,0,10,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.9,88,88,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,Actor,Dustin Hoffman,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,90,89,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1968,Actor,Paul Newman,0,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.2,95,100,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1968,Actor,Spencer Tracy,0,2,0,0,10,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.8,85,68,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1968,Actress,Faye Dunaway,1,0,0,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.9,88,88,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,Actress,Anne Bancroft,1,2,1,0,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,90,89,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1968,Actress,Katharine Hepburn,1,1,0,1,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.8,85,68,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1968,Actress,Edith Evans,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.2,69,74,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1968,Actress,Audrey Hepburn,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.9,91,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1968,Supporting Actor,Gene Hackman,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.9,88,88,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,Supporting Actor,Michael J. Pollard,0,0,0,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.9,88,88,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,Supporting Actor,George Kennedy,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.2,95,100,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1968,Supporting Actor,Cecil Kellaway,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.8,85,68,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1968,Supporting Actor,John Cassavetes,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.8,90,91,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1968,Supporting Actress,Estelle Parsons,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.9,88,88,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,Supporting Actress,Katharine Ross,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,90,89,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1968,Supporting Actress,Beah Richards,1,0,0,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.8,85,68,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1968,Supporting Actress,Carol Channing,1,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,81,100,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1968,Supporting Actress,Mildred Natwick,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,80,87,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1969,Actor,Cliff Robertson,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.1,61,71,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1969,Actor,Alan Arkin,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.7,86,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1969,Actor,Alan Bates,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,56,71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1969,Actor,Ron Moody,0,0,0,0,12,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,81,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1969,Actor,Peter O'Toole,0,2,0,0,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.1,90,91,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1969,Actress,Katharine Hepburn,1,2,1,1,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.1,90,91,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1969,Actress,Barbra Streisand,1,0,0,1,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.5,85,93,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1969,Actress,Patricia Neal,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.1,68,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,Actress,Joanne Woodward,1,0,0,0,4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.5,78,86,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1969,Supporting Actor,Jack Wild,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.5,81,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1969,Supporting Actor,Jack Albertson,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.1,68,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1969,Supporting Actor,Seymour Cassel,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.7,88,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1969,Supporting Actor,Gene Wilder,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.7,85,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,Supporting Actor,Daniel Massey,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.484478145,75,85.07044831,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1969,Supporting Actress,Sondra Locke,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.7,86,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1969,Supporting Actress,Kay Medford,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,85,93,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1969,Supporting Actress,Estelle Parsons,1,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.5,78,86,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1969,Supporting Actress,Lynn Carlin,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.7,88,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1969,Supporting Actress,Ruth Gordon,1,1,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,87,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1970,Actor,John Wayne,0,0,0,1,11,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.4,83,90,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1970,Actor,Richard Burton,0,3,0,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.6,84,42,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1970,Actor,Dustin Hoffman,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.9,88,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1970,Actor,Jon Voight,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.9,88,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1970,Actor,Peter O'Toole,0,3,0,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,71,100,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1970,Actress,Genevive Bujold,1,0,0,0,10,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.6,84,42,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1970,Actress,Maggie Smith,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.7,84,88,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1970,Actress,Jane Fonda,1,0,0,0,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.9,89,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1970,Actress,Liza Minnelli,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.9,61,88,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1970,Actress,Jean Simmons,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.5,38,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1970,Supporting Actor,Anthony Quayle,0,0,0,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.6,84,42,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1970,Supporting Actor,Gig Young,0,0,0,1,9,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.9,89,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1970,Supporting Actor,Elliott Gould,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.7,66,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Supporting Actor,Jack Nicholson,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.4,82,89,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1970,Supporting Actor,Rupert Crosse,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.9,47,85.07044831,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1970,Supporting Actress,Sylvia Miles,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.9,88,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1970,Supporting Actress,Susannah York,1,0,0,0,9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.9,89,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1970,Supporting Actress,Dyan Cannon,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.7,66,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Supporting Actress,Goldie Hawn,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.2,81,100,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1970,Supporting Actress,Catherine Burns,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.1,74,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1971,Actor,George C. Scott,0,1,0,0,10,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,94,95,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1971,Actor,Melvyn Douglas,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.8,82,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1971,Actor,James Earl Jones,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,66,43,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1971,Actor,Jack Nicholson,0,1,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.5,84,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1971,Actor,Ryan O'Neal,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.9,75,57,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1971,Actress,Jane Alexander,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,66,43,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1971,Actress,Ali MacGraw,1,0,0,0,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.9,75,57,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1971,Actress,Glenda Jackson,1,0,0,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.6,76,91,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1971,Actress,Sarah Miles,1,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.5,73,50,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1971,Actress,Carrie Snodgress,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,80,77,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1971,Supporting Actor,Gene Hackman,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.8,82,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1971,Supporting Actor,John Marley,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.9,75,57,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1971,Supporting Actor,John Mills,0,0,0,1,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.5,73,50,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1971,Supporting Actor,Chief Dan George,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.6,87,96,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1971,Supporting Actor,Richard S. Castellano,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.8,79.9625,85.07044831,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,Supporting Actress,Karen Black,1,0,0,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.5,84,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1971,Supporting Actress,Helen Hayes,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.6,54,80,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1971,Supporting Actress,Maureen Stapleton,1,0,0,0,10,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6.6,54,80,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1971,Supporting Actress,Lee Grant,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6.9,80,92,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1971,Supporting Actress,Sally Kellerman,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.6,83,87,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1972,Actor,Gene Hackman,0,2,0,1,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.8,87,98,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1972,Actor,Peter Finch,0,0,0,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.2,72,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1972,Actor,Walter Matthau,0,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.7,68,67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1972,Actor,George C. Scott,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.2,74,100,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1972,Actor,Topol,0,0,0,0,8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,92,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1972,Actress,Glenda Jackson,1,1,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.2,72,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1972,Actress,Jane Fonda,1,1,0,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.2,80,97,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1972,Actress,Julie Christie,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.7,86,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,Actress,Janet Suzman,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,79,71,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
